OBJECTID,WATMAINID,STATUS,PRESSURE_ZONE,ROADSEGMENTID,MAP_LABEL,CATEGORY,PIPE_SIZE,MATERIAL,LINED,LINED_DATE,LINED_MATERIAL,INSTALLATION_DATE,ACQUISITION,CONSULTANT,OWNERSHIP,BRIDGE_MAIN,BRIDGE_DETAILS,CRITICALITY,REL_CLEANING_AREA,REL_CLEANING_SUBAREA,Undersized,Shallow Main,Condition Score,OVERSIZED,CLEANED,Shape__Length
166378,137352,ACTIVE,KIT 4,8950,16.6m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,22,N,N,9.85,N,Y,16.61903639
166379,137354,ACTIVE,KIT 4,6663,1.2m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,22,N,N,9.85,N,Y,1.16258844
166380,137356,ACTIVE,KIT 4,6663,81.4m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,22,N,N,9.85,N,Y,81.4216717
166381,137358,ACTIVE,KIT 4,8950,98.3m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,22,N,N,9.85,N,Y,98.30444804
166382,137360,ACTIVE,KIT 4,9173,2.4m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,22,N,N,9.85,N,Y,2.403844076
166383,137362,ACTIVE,KIT 4,9173,3.4m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,22,N,N,9.85,N,Y,3.399081254
166384,137364,ACTIVE,KIT 4,6475,4.5m 150mm  PVC,TREATED,150,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,7,2,22,N,N,9.85,N,Y,4.52190339
166385,137366,ACTIVE,KIT 4,6700,1.2m 150mm  PVC,TREATED,150,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,22,N,N,9.85,N,Y,1.229549288
166386,137368,ACTIVE,KIT 4,6475,15.9m 150mm  PVC,TREATED,150,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,22,N,N,9.85,N,Y,15.92640314
166387,137370,ACTIVE,KIT 4,6653,15.3m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,22,N,N,9.85,N,Y,15.30095587
166388,137372,ACTIVE,KIT 4,6700,.9m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,22,N,N,9.85,N,Y,0.899351321
166389,137374,ACTIVE,KIT 4,6655,6.7m 150mm  PVC,TREATED,150,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,22,N,N,9.85,N,Y,6.663742468
166390,137376,ACTIVE,KIT 4,6741,8m 300mm  PVC,TREATED,300,PVC,NO,,NONE,11/13/2018,PURCHASED,REGION,KITCHENER,N,,7,2,22,N,N,9.35,N,Y,7.997877042
166391,137378,ACTIVE,KIT 4,6741,1m 300mm  PVC,TREATED,300,PVC,NO,,NONE,11/13/2018,PURCHASED,REGION,KITCHENER,N,,7,2,22,N,N,9.35,N,Y,0.986704747
166392,137380,ACTIVE,KIT 4,6769,18.1m 300mm  PVC,TREATED,300,PVC,NO,,NONE,11/13/2018,PURCHASED,REGION,KITCHENER,N,,8,2,22,N,N,9.35,N,Y,18.12830867
166393,137382,ACTIVE,KIT 4,6663,14.3m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,22,N,N,9.85,N,Y,14.28733539
166394,137384,ACTIVE,KIT 4,6700,2.5m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,22,N,N,9.85,N,Y,2.505951527
166395,137386,ACTIVE,KIT 4,6700,3m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,22,N,N,9.85,N,Y,2.986155437
166396,137388,ACTIVE,KIT 4,6700,150.8m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,22,N,N,9.85,N,Y,150.7857097
166397,137390,ACTIVE,KIT 4,6700,9.2m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,22,N,N,9.85,N,Y,9.233454481
166398,137392,ACTIVE,KIT 4,6804,2.1m 300mm  PVC,TREATED,300,PVC,NO,,NONE,11/13/2018,PURCHASED,REGION,KITCHENER,N,,7,2,22,N,N,9.35,N,Y,2.149520663
166399,137394,ACTIVE,KIT 4,6741,4.6m 300mm  PVC,TREATED,300,PVC,NO,,NONE,11/13/2018,PURCHASED,REGION,KITCHENER,N,,7,2,22,N,N,9.35,N,Y,4.565528371
166400,137396,ACTIVE,KIT 4,6743,53.8m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,7,2,21,N,N,9.85,N,Y,53.81310683
166401,137398,ACTIVE,KIT 4,6700,1.4m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,22,N,N,9.85,N,Y,1.364082197
166402,137400,ACTIVE,KIT 4,6743,54.5m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,7,2,21,N,N,9.85,N,Y,54.50064416
166403,137402,ACTIVE,KIT 4,6804,12.3m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,22,N,N,9.85,N,Y,12.32719533
166404,137404,ACTIVE,KIT 4,6804,99.3m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,22,N,N,9.85,N,Y,99.25860847
166405,137406,ACTIVE,KIT 4,6803,10m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,7,2,21,N,N,9.85,N,Y,10.04261682
166406,137408,ACTIVE,KIT 4,6802,14.5m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,7,2,21,N,N,9.85,N,Y,14.47925671
166407,137410,ACTIVE,KIT 4,6802,1.1m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,7,2,21,N,N,9.85,N,Y,1.066171563
166408,137412,ACTIVE,KIT 4,6804,8.7m 300mm  PVC,TREATED,300,PVC,NO,,NONE,11/13/2018,PURCHASED,REGION,KITCHENER,N,,8,2,22,N,N,9.35,N,Y,8.703985611
166409,137414,ACTIVE,KIT 4,6743,12.3m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,7,2,21,N,N,9.85,N,Y,12.33920562
166410,137416,ACTIVE,KIT 4,6803,4m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,21,N,N,9.85,N,Y,3.97512022
166411,137418,ACTIVE,KIT 4,6634,9.4m 150mm  PVC,TREATED,150,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,5,2,21,N,N,9.85,N,Y,9.374063273
166412,137420,ACTIVE,KIT 4,6802,60m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,21,N,N,9.85,N,Y,59.99751419
166413,137422,ACTIVE,KIT 4,600045,.6m 200mm  PVC,TREATED,200,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,21,N,N,9.85,N,Y,0.619033844
166414,137424,ACTIVE,KIT 4,600045,6.6m 200mm  PVC,TREATED,200,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,7,2,21,N,N,9.85,N,Y,6.597808397
166415,137426,ACTIVE,KIT 4,6630,1m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,21,N,N,9.85,N,Y,1.012121559
166416,137428,ACTIVE,KIT 4,6635,21m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,21,N,N,9.85,N,Y,21.01223189
166417,137430,ACTIVE,KIT 4,6630,9.7m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,21,N,N,9.85,N,Y,9.686665267
166418,137432,ACTIVE,KIT 4,6630,19.7m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,7,2,21,N,N,9.85,N,Y,19.68084244
166419,137434,ACTIVE,KIT 4,11320,10.4m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,21,N,N,9.85,N,Y,10.40601921
166420,137436,ACTIVE,KIT 4,11320,52.5m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,21,N,N,9.85,N,Y,52.45667024
166421,137438,ACTIVE,KIT 4,11322,35.8m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,21,N,N,9.85,N,Y,35.80370309
166422,137440,ACTIVE,KIT 4,6801,53m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,21,N,N,9.85,N,Y,53.02832061
166423,137442,ACTIVE,KIT 4,6744,24.4m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,21,N,N,9.85,N,Y,24.42007314
166424,137444,ACTIVE,KIT 4,8923,75.5m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,22,N,N,9.85,N,Y,75.51755589
166425,137446,ACTIVE,KIT 4,8925,92.3m 300mm  DI,TREATED,300,DI,NO,,NONE,11/15/2018,PURCHASED,REGION,KITCHENER,N,,8,2,6,N,N,9.1,N,Y,92.30963684
166426,137448,ACTIVE,KIT 4,8925,1m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,22,N,N,9.85,N,Y,1.044194336
166427,137450,ACTIVE,KIT 4,9033,36.5m 600mm  PVC,TREATED,600,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,REGION,N,,8,2,22,N,N,9.85,N,Y,36.51686805
166428,137452,ACTIVE,KIT 4,8923,79m 600mm  PVC,TREATED,600,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,REGION,N,,-1,2,22,N,N,9.85,N,Y,78.99743582
166429,137454,ACTIVE,KIT 4,8925,14.7m 600mm  DI,TREATED,600,DI,NO,,NONE,6/21/2019,PURCHASED,AECOM,REGION,N,,8,2,6,N,N,9.1,N,Y,14.71580837
166430,137456,ACTIVE,KIT 4,9033,5.3m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,-1,2,22,N,N,9.85,N,Y,5.259732666
166431,137458,ACTIVE,KIT 4,8915,3.5m 300mm  DI,TREATED,300,DI,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,6,N,N,9.1,N,Y,3.494961066
166432,137460,ACTIVE,KIT 4,8934,5.6m 300mm  DI,TREATED,300,DI,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,6,N,N,9.1,N,N,5.596173789
166433,137462,ACTIVE,KIT 4,8933,.6m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,6,N,N,9.85,N,N,0.64045088
166434,137464,ACTIVE,KIT 4,8933,1.2m 300mm  DI,TREATED,300,DI,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,6,N,N,9.1,N,N,1.223309936
166435,137466,ACTIVE,KIT 4,8913,19m 300mm  DI,TREATED,300,DI,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,6,N,N,9.1,N,Y,19.04730969
166436,137468,ACTIVE,KIT 4,8925,1.5m 450mm  DI,TREATED,450,DI,NO,,NONE,6/21/2019,PURCHASED,AECOM,REGION,N,,8,2,6,N,N,9.1,N,Y,1.45499323
166437,137470,ACTIVE,KIT 4,8931,2.4m 450mm  DI,TREATED,450,DI,NO,,NONE,6/21/2019,PURCHASED,AECOM,REGION,N,,8,2,6,N,N,9.1,N,Y,2.409932812
166438,137472,ACTIVE,KIT 4,8931,3m 450mm  DI,TREATED,450,DI,NO,,NONE,6/21/2019,PURCHASED,AECOM,REGION,N,,8,2,6,N,N,9.1,N,Y,3.043581124
166439,137474,ACTIVE,KIT 4,8934,1.9m 300mm  DI,TREATED,300,DI,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,6,N,N,9.1,N,N,1.857109434
166440,137476,ACTIVE,KIT 4,8934,5.1m 300mm  DI,TREATED,300,DI,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,-1,2,6,N,N,9.1,N,N,5.108064157
166441,137478,ACTIVE,KIT 4,8925,5.1m 450mm  DI,TREATED,450,DI,NO,,NONE,6/21/2019,PURCHASED,AECOM,REGION,N,,8,2,6,N,N,9.1,N,Y,5.073764845
166442,137480,ACTIVE,KIT 4,8781,10.9m 450mm  DI,TREATED,450,DI,NO,,NONE,6/21/2019,PURCHASED,AECOM,REGION,N,,8,2,6,N,N,9.1,N,Y,10.88345678
166443,137482,ACTIVE,KIT 4,8931,12.6m 450mm  PVC,TREATED,450,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,REGION,N,,8,2,6,N,N,9.85,N,Y,12.61238348
166444,137484,ACTIVE,KIT 4,608850,25.2m 300mm  DI,TREATED,300,DI,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,6,N,N,9.1,N,Y,25.19996405
166445,137486,ACTIVE,KIT 4,6687,1.5m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,6,N,N,9.85,N,N,1.471829888
166446,137488,ACTIVE,KIT 4,8925,13.6m 300mm  DI,TREATED,300,DI,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,6,N,N,9.1,N,Y,13.57601806
166447,137490,ACTIVE,KIT 4,8925,23.7m 300mm  DI,TREATED,300,DI,NO,,NONE,11/15/2018,PURCHASED,REGION,KITCHENER,N,,8,2,6,N,N,9.1,N,Y,23.65866918
166448,137492,ACTIVE,KIT 4,8925,9.8m 300mm  DI,TREATED,300,DI,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,6,N,N,9.1,N,Y,9.835285786
166449,137494,ACTIVE,KIT 4,8915,76.7m 300mm  DI,TREATED,300,DI,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,6,N,N,9.1,N,N,76.70775258
166450,137496,ACTIVE,KIT 4,8915,70.5m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,6,N,N,9.85,N,N,70.53967041
166451,137498,ACTIVE,KIT 4,8915,6.3m 300mm  DI,TREATED,300,DI,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,6,N,N,9.1,N,N,6.280415325
166452,137500,ACTIVE,KIT 4,8925,1m 600mm  PVC,TREATED,600,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,REGION,N,,8,2,22,N,N,9.85,N,Y,1.026197506
166453,137502,ACTIVE,KIT 4,8787,22.6m 600mm  PVC,TREATED,600,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,REGION,N,,8,2,22,N,N,9.85,N,Y,22.64653021
166454,137504,ACTIVE,KIT 4,8787,3.8m 600mm  PVC,TREATED,600,PVC,NO,,NONE,11/15/2018,PURCHASED,REGION,REGION,N,,8,2,6,N,N,9.85,N,Y,3.78479059
166455,137506,ACTIVE,KIT 4,8925,109.9m 600mm  DI,TREATED,600,DI,NO,,NONE,6/21/2019,PURCHASED,AECOM,REGION,N,,8,2,6,N,N,9.1,N,Y,109.9179597
166456,137508,ACTIVE,KIT 4,8925,24.9m 600mm  DI,TREATED,600,DI,NO,,NONE,11/15/2018,PURCHASED,REGION,REGION,N,,8,2,6,N,N,9.1,N,Y,24.86841324
166457,137510,ACTIVE,KIT 4,8933,22.4m 300mm  DI,TREATED,300,DI,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,6,N,N,9.1,N,Y,22.41005769
166458,137512,ACTIVE,KIT 4,8933,69.5m 600mm  DI,TREATED,600,DI,NO,,NONE,6/21/2019,PURCHASED,AECOM,REGION,N,,8,2,6,N,N,9.1,N,Y,69.50377993
166459,137514,ACTIVE,KIT 4,8933,95.3m 600mm  DI,TREATED,600,DI,NO,,NONE,6/21/2019,PURCHASED,AECOM,REGION,N,,8,2,6,N,N,9.1,N,N,95.25006039
166460,137516,ACTIVE,KIT 4,8915,12.7m 600mm  DI,TREATED,600,DI,NO,,NONE,6/21/2019,PURCHASED,AECOM,REGION,N,,8,2,6,N,N,9.1,N,N,12.70602017
166461,137518,ACTIVE,KIT 4,8915,15.3m 300mm  DI,TREATED,300,DI,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,6,N,N,9.1,N,N,15.3101165
166462,137520,ACTIVE,KIT 4,8915,16.6m 300mm  DI,TREATED,300,DI,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,6,N,N,9.1,N,N,16.57021625
166463,137522,ACTIVE,KIT 4,8933,140.5m 300mm  DI,TREATED,300,DI,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,6,N,N,9.1,N,N,140.4933249
166464,137524,ACTIVE,KIT 4,8787,1.3m 300mm  PVC,TREATED,300,PVC,NO,,NONE,11/15/2018,PURCHASED,REGION,KITCHENER,N,,8,2,6,N,N,9.35,N,Y,1.349531033
166465,137526,ACTIVE,KIT 4,8787,25.9m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,22,N,N,9.85,N,Y,25.89773014
166466,137528,ACTIVE,KIT 4,6611,4.8m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,6,N,N,9.85,N,Y,4.763874248
166467,137530,ACTIVE,KIT 4,6611,19.7m 300mm  DI,TREATED,300,DI,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,6,N,N,9.1,N,Y,19.65820778
166468,137532,ACTIVE,KIT 4,6697,8.6m 300mm  DI,TREATED,300,DI,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,6,N,N,9.1,N,Y,8.566920937
166469,137534,ACTIVE,KIT 4,6697,4m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,6,N,N,9.85,N,Y,3.988154244
166470,137536,ACTIVE,KIT 4,6478,15.3m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,22,N,N,9.85,N,Y,15.33876752
166471,137538,ACTIVE,KIT 4,6813,4.7m 300mm  DI,TREATED,300,DI,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,22,N,N,9.1,N,Y,4.67977237
166472,137540,ACTIVE,KIT 4,6612,10.9m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,22,N,N,9.85,N,Y,10.86467704
166473,137542,ACTIVE,KIT 4,6687,155.8m 300mm  DI,TREATED,300,DI,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,6,N,N,9.1,N,N,155.7854751
166474,137544,ACTIVE,KIT 4,6687,9.7m 300mm  DI,TREATED,300,DI,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,6,N,N,9.1,N,N,9.663103569
166475,137546,ACTIVE,KIT 4,6704,17.6m 300mm  DI,TREATED,300,DI,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,6,N,N,9.1,N,N,17.56839227
166476,137548,ACTIVE,KIT 4,6704,84.7m 300mm  DI,TREATED,300,DI,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,22,N,N,9.1,N,N,84.68748336
166477,138134,ACTIVE,KIT 4,6687,445.3m 600mm  DI,TREATED,600,DI,NO,,NONE,6/21/2019,PURCHASED,AECOM,REGION,N,,8,2,6,N,N,9.1,N,N,445.2834623
166478,137552,ACTIVE,KIT 4,6638,23.8m 600mm  PVC,TREATED,600,PVC,NO,,NONE,10/26/2018,PURCHASED,REGION,REGION,N,,8,2,21,N,N,9.85,N,N,23.78880946
166479,137554,ACTIVE,KIT 4,6638,260m 600mm  PVC,TREATED,600,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,REGION,N,,8,2,21,N,N,9.85,N,N,259.9673282
166480,137556,ACTIVE,KIT 4,6704,12.8m 300mm  DI,TREATED,300,DI,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,22,N,N,9.1,N,N,12.77108407
166481,137558,ACTIVE,KIT 4,6813,115.6m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,21,N,N,9.85,N,N,115.6405839
166482,137560,ACTIVE,KIT 4,11314,12.2m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,21,N,N,9.85,N,Y,12.19433393
166483,137562,ACTIVE,KIT 4,11314,11.2m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,-1,2,21,N,N,9.85,N,Y,11.22357425
166484,137564,ACTIVE,KIT 4,6697,2m 300mm  DI,TREATED,300,DI,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,6,N,N,9.1,N,N,1.97192703
166485,137566,ACTIVE,KIT 4,6687,2m 300mm  DI,TREATED,300,DI,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,6,N,N,9.1,N,N,2.040561888
166486,137568,ACTIVE,KIT 4,6813,24.8m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,21,N,N,9.85,N,N,24.8127523
166487,137570,ACTIVE,KIT 4,6687,1.9m 600mm  DI,TREATED,600,DI,NO,,NONE,6/21/2019,PURCHASED,AECOM,REGION,N,,-1,2,6,N,N,9.1,N,N,1.924679433
166488,137572,ACTIVE,KIT 4,6638,75.8m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,21,N,N,9.85,N,N,75.78786625
166489,137574,ACTIVE,KIT 4,11322,15.4m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,-1,2,21,N,N,9.85,N,N,15.44365058
166490,137576,ACTIVE,KIT 4,6638,18.4m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,21,N,N,9.85,N,N,18.41842798
166493,137582,ACTIVE,KIT 4,6813,1.2m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,21,N,N,9.85,N,Y,1.187234302
166494,137584,ACTIVE,KIT 4,6616,9.6m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,21,N,N,9.85,N,N,9.619514593
166495,137586,ACTIVE,KIT 4,6628,101m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,21,N,N,9.85,N,N,101.0388875
166496,137588,ACTIVE,KIT 4,6638,86.7m 300mm  PVC,TREATED,300,PVC,NO,,NONE,10/26/2018,PURCHASED,REGION,KITCHENER,N,,8,2,21,N,N,9.35,N,N,86.66623424
166497,137590,ACTIVE,KIT 4,6638,90.1m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,21,N,N,9.85,N,N,90.14984252
166498,137592,ACTIVE,KIT 4,11365,4.4m 150mm  PVC,TREATED,150,PVC,NO,,NONE,10/26/2018,PURCHASED,REGION,KITCHENER,N,,8,2,16,N,N,9.35,N,Y,4.353784424
166499,137594,ACTIVE,KIT 4,11368,.4m 150mm  PVC,TREATED,150,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,7,2,2,N,N,9.85,N,N,0.422367093
166500,137596,ACTIVE,KIT 4,11368,27.4m 150mm  PVC,TREATED,150,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,2,N,N,9.85,N,N,27.35652207
166501,137598,ACTIVE,KIT 4,11362,5.8m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,16,N,N,9.85,N,N,5.773356916
166502,137600,ACTIVE,KIT 4,6903,224.6m 600mm  PVC,TREATED,600,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,REGION,N,,8,2,2,N,N,9.85,N,N,224.6122946
166503,137602,ACTIVE,KIT 4,6624,132.7m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,16,N,N,9.85,N,N,132.742309
166504,137604,ACTIVE,KIT 4,11362,13.1m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,16,N,N,9.85,N,N,13.07950833
166505,137606,ACTIVE,KIT 4,11358,52.7m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,16,N,N,9.85,N,N,52.68008308
166506,137608,ACTIVE,KIT 4,11368,5.5m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,7,2,2,N,N,9.85,N,N,5.492787272
166507,137610,ACTIVE,KIT 4,6903,22.3m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,7,2,2,N,N,9.85,N,N,22.26376231
166508,137612,ACTIVE,KIT 4,6904,108.9m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/21/2019,PURCHASED,AECOM,KITCHENER,N,,8,2,2,N,N,9.85,N,N,108.8777965
